sound_kit_id,reason,attack_roles_found,creature_sound_data_ids,creature_model_data_ids,creature_display_ids,display_gender_values,file_count_in_sound_kit,file_data_ids,filenames
36198,no_creature_model_data_for_creature_sound_data,attack_critical,4413,,,,5,623601|623603|623605|623607|623609,mon_ridingdragonturtle_attackcrit01|mon_ridingdragonturtle_attackcrit02|mon_ridingdragonturtle_attackcrit03|mon_ridingdragonturtle_attackcrit04|mon_ridingdragonturtle_attackcrit05
36276,no_creature_sound_data_attack_mapping,,,,,,1,805333,go_zandalari_siegeweapon_01_attackthrown
36300,no_creature_sound_data_attack_mapping,,,,,,4,599666|599669|599684|599687,felgolemattackc|felgolemattacka|felgolemattackd|felgolemattackb
36314,no_creature_model_data_for_creature_sound_data,attack_critical,4422,,,,5,838584|838586|838588|838590|838592,mon_compy_attackcrit_01|mon_compy_attackcrit_02|mon_compy_attackcrit_03|mon_compy_attackcrit_04|mon_compy_attackcrit_05
36315,no_creature_model_data_for_creature_sound_data,attack,4422,,,,10,838594|838596|838598|838600|838602|838604|838606|838608|838610|838612,mon_compy_attack_01|mon_compy_attack_02|mon_compy_attack_03|mon_compy_attack_04|mon_compy_attack_05|mon_compy_attack_06|mon_compy_attack_07|mon_compy_attack_08|mon_compy_attack_09|mon_compy_attack_10
36321,no_creature_sound_data_attack_mapping,,,,,,4,602765|602786|602807|602813,undeadicetrollattack3|undeadicetrollattack1|undeadicetrollattack4|undeadicetrollattack2
36322,no_creature_sound_data_attack_mapping,,,,,,3,602756|602771|602783,undeadicetrollattack7|undeadicetrollattack8|undeadicetrollattack6
36396,no_creature_model_data_for_creature_sound_data,attack,4426,,,,10,839461|839463|839465|839467|839469|839471|839473|839475|839477|839479,vo_52_elsia_attack_01|vo_52_elsia_attack_010|vo_52_elsia_attack_02|vo_52_elsia_attack_03|vo_52_elsia_attack_04|vo_52_elsia_attack_05|vo_52_elsia_attack_06|vo_52_elsia_attack_07|vo_52_elsia_attack_08|vo_52_elsia_attack_09
36398,no_creature_model_data_for_creature_sound_data,attack_critical,4426,,,,5,839451|839453|839455|839457|839459,vo_52_elsia_attackcrit_01|vo_52_elsia_attackcrit_02|vo_52_elsia_attackcrit_03|vo_52_elsia_attackcrit_04|vo_52_elsia_attackcrit_05
36425,no_creature_model_data_for_creature_sound_data,attack,4427,,,,10,838857|838859|838861|838863|838865|838867|838869|838871|838873|838875,mon_pterodactyl_attack_01|mon_pterodactyl_attack_02|mon_pterodactyl_attack_03|mon_pterodactyl_attack_04|mon_pterodactyl_attack_05|mon_pterodactyl_attack_06|mon_pterodactyl_attack_07|mon_pterodactyl_attack_08|mon_pterodactyl_attack_09|mon_pterodactyl_attack_10
36427,no_creature_model_data_for_creature_sound_data,attack_critical,4427,,,,5,838847|838849|838851|838853|838855,mon_pterodactyl_attackcrit_01|mon_pterodactyl_attackcrit_02|mon_pterodactyl_attackcrit_03|mon_pterodactyl_attackcrit_04|mon_pterodactyl_attackcrit_05
36457,no_creature_model_data_for_creature_sound_data,attack,4428,,,,10,838857|838859|838861|838863|838865|838867|838869|838871|838873|838875,mon_pterodactyl_attack_01|mon_pterodactyl_attack_02|mon_pterodactyl_attack_03|mon_pterodactyl_attack_04|mon_pterodactyl_attack_05|mon_pterodactyl_attack_06|mon_pterodactyl_attack_07|mon_pterodactyl_attack_08|mon_pterodactyl_attack_09|mon_pterodactyl_attack_10
36458,no_creature_model_data_for_creature_sound_data,attack_critical,4428,,,,5,838847|838849|838851|838853|838855,mon_pterodactyl_attackcrit_01|mon_pterodactyl_attackcrit_02|mon_pterodactyl_attackcrit_03|mon_pterodactyl_attackcrit_04|mon_pterodactyl_attackcrit_05
36510,no_creature_sound_data_attack_mapping,,,,,,4,567311|567323|567332|567347,event_deathwingattacks_roar_03|event_deathwingattacks_roar_01|event_deathwingattacks_roar_04|event_deathwingattacks_roar_02
36521,no_creature_model_data_for_creature_sound_data,attack,4429,,,,10,838381|838383|838385|838387|838389|838391|838393|838395|838397|838399,mon_bloodgolem_attack_01|mon_bloodgolem_attack_010|mon_bloodgolem_attack_02|mon_bloodgolem_attack_03|mon_bloodgolem_attack_04|mon_bloodgolem_attack_05|mon_bloodgolem_attack_06|mon_bloodgolem_attack_07|mon_bloodgolem_attack_08|mon_bloodgolem_attack_09
36522,no_creature_model_data_for_creature_sound_data,attack_critical,4429,,,,5,838371|838373|838375|838377|838379,mon_bloodgolem_attackcrit_01|mon_bloodgolem_attackcrit_02|mon_bloodgolem_attackcrit_03|mon_bloodgolem_attackcrit_04|mon_bloodgolem_attackcrit_05
36543,no_creature_model_data_for_creature_sound_data,attack,4430,,,,10,839769|839771|839773|839775|839777|839779|839781|839783|839785|839787,mon_zandalari_male_2_attack_01|mon_zandalari_male_2_attack_010|mon_zandalari_male_2_attack_02|mon_zandalari_male_2_attack_03|mon_zandalari_male_2_attack_04|mon_zandalari_male_2_attack_05|mon_zandalari_male_2_attack_06|mon_zandalari_male_2_attack_07|mon_zandalari_male_2_attack_08|mon_zandalari_male_2_attack_09
36544,no_creature_model_data_for_creature_sound_data,attack_critical,4430,,,,5,839759|839761|839763|839765|839767,mon_zandalari_male_2_attackcrit_01|mon_zandalari_male_2_attackcrit_02|mon_zandalari_male_2_attackcrit_03|mon_zandalari_male_2_attackcrit_04|mon_zandalari_male_2_attackcrit_05
36564,no_creature_model_data_for_creature_sound_data,attack,4432,,,,10,840244|840246|840248|840250|840252|840254|840256|840258|840260|840262,mon_hydra_attack01|mon_hydra_attack02|mon_hydra_attack03|mon_hydra_attack04|mon_hydra_attack05|mon_hydra_attack06|mon_hydra_attack07|mon_hydra_attack08|mon_hydra_attack09|mon_hydra_attack10
36565,no_creature_model_data_for_creature_sound_data,attack_critical,4432,,,,7,553668|553684|553691|840264|840266|840268|840270,lavaworm_attack_crit_03|lavaworm_attack_crit_02|lavaworm_attack_crit_01|mon_hydra_attackcrit01|mon_hydra_attackcrit02|mon_hydra_attackcrit03|mon_hydra_attackcrit04
36586,no_creature_model_data_for_creature_sound_data,attack,4434,,,,10,652606|652608|652610|652612|652614|652616|652618|652620|652622|652624,mon_crimson_pandaren_phoenix_attack_01|mon_crimson_pandaren_phoenix_attack_02|mon_crimson_pandaren_phoenix_attack_03|mon_crimson_pandaren_phoenix_attack_04|mon_crimson_pandaren_phoenix_attack_05|mon_crimson_pandaren_phoenix_attack_06|mon_crimson_pandaren_phoenix_attack_07|mon_crimson_pandaren_phoenix_attack_08|mon_crimson_pandaren_phoenix_attack_09|mon_crimson_pandaren_phoenix_attack_10
36587,no_creature_model_data_for_creature_sound_data,attack_critical,4434,,,,3,652600|652602|652604,mon_crimson_pandaren_phoenix_attackcrit_01|mon_crimson_pandaren_phoenix_attackcrit_02|mon_crimson_pandaren_phoenix_attackcrit_03
36596,no_creature_model_data_for_creature_sound_data,attack,4435,,,,10,840039|840041|840043|840045|840047|840049|840051|840053|840055|840057,vo_52_tkr_lei_shen_attack_01|vo_52_tkr_lei_shen_attack_02|vo_52_tkr_lei_shen_attack_03|vo_52_tkr_lei_shen_attack_04|vo_52_tkr_lei_shen_attack_05|vo_52_tkr_lei_shen_attack_06|vo_52_tkr_lei_shen_attack_07|vo_52_tkr_lei_shen_attack_08|vo_52_tkr_lei_shen_attack_09|vo_52_tkr_lei_shen_attack_10
36597,no_creature_model_data_for_creature_sound_data,attack_critical,4435,,,,5,840029|840031|840033|840035|840037,vo_52_tkr_lei_shen_attackcrit_01|vo_52_tkr_lei_shen_attackcrit_02|vo_52_tkr_lei_shen_attackcrit_03|vo_52_tkr_lei_shen_attackcrit_04|vo_52_tkr_lei_shen_attackcrit_05
36632,no_creature_model_data_for_creature_sound_data,attack,4436,,,,10,838381|838383|838385|838387|838389|838391|838393|838395|838397|838399,mon_bloodgolem_attack_01|mon_bloodgolem_attack_010|mon_bloodgolem_attack_02|mon_bloodgolem_attack_03|mon_bloodgolem_attack_04|mon_bloodgolem_attack_05|mon_bloodgolem_attack_06|mon_bloodgolem_attack_07|mon_bloodgolem_attack_08|mon_bloodgolem_attack_09
36633,no_creature_model_data_for_creature_sound_data,attack_critical,4436,,,,5,838371|838373|838375|838377|838379,mon_bloodgolem_attackcrit_01|mon_bloodgolem_attackcrit_02|mon_bloodgolem_attackcrit_03|mon_bloodgolem_attackcrit_04|mon_bloodgolem_attackcrit_05
36651,no_creature_model_data_for_creature_sound_data,attack,4437,,,,9,551111|551113|551120|551124|551133|551135|551141|551147|551155,greaterslime_attack_02|greaterslime_attack_08|greaterslime_attack_07|greaterslime_attack_05|greaterslime_attack_01|greaterslime_attack_09|greaterslime_attack_06|greaterslime_attack_04|greaterslime_attack_03
36652,no_creature_model_data_for_creature_sound_data,attack_critical,4437,,,,8,551106|551108|551130|551131|551149|551150|551156|551160,greaterslime_attackcrit_07|greaterslime_attackcrit_06|greaterslime_attackcrit_04|greaterslime_attackcrit_08|greaterslime_attackcrit_01|greaterslime_attackcrit_05|greaterslime_attackcrit_03|greaterslime_attackcrit_02
36659,no_creature_model_data_for_creature_sound_data,attack,4438|4564|8446,,,,9,801352|801354|801356|801358|801360|801362|801364|801366|801368,mon_triceratops_attack_01|mon_triceratops_attack_02|mon_triceratops_attack_03|mon_triceratops_attack_04|mon_triceratops_attack_05|mon_triceratops_attack_06|mon_triceratops_attack_07|mon_triceratops_attack_08|mon_triceratops_attack_09
36660,no_creature_model_data_for_creature_sound_data,attack_critical,4438|4564|8446,,,,5,801342|801344|801346|801348|801350,mon_triceratops_attackcrit_01|mon_triceratops_attackcrit_02|mon_triceratops_attackcrit_03|mon_triceratops_attackcrit_04|mon_triceratops_attackcrit_05
36669,no_creature_model_data_for_creature_sound_data,attack,4439|5628,,,,9,801352|801354|801356|801358|801360|801362|801364|801366|801368,mon_triceratops_attack_01|mon_triceratops_attack_02|mon_triceratops_attack_03|mon_triceratops_attack_04|mon_triceratops_attack_05|mon_triceratops_attack_06|mon_triceratops_attack_07|mon_triceratops_attack_08|mon_triceratops_attack_09
36670,no_creature_model_data_for_creature_sound_data,attack_critical,4439|5628,,,,5,801342|801344|801346|801348|801350,mon_triceratops_attackcrit_01|mon_triceratops_attackcrit_02|mon_triceratops_attackcrit_03|mon_triceratops_attackcrit_04|mon_triceratops_attackcrit_05
36682,no_creature_model_data_for_creature_sound_data,attack,4440,,,,10,609312|609314|609316|609318|609320|609322|609324|609326|609328|609330,mon_mogu_attack_01|mon_mogu_attack_02|mon_mogu_attack_03|mon_mogu_attack_04|mon_mogu_attack_05|mon_mogu_attack_06|mon_mogu_attack_07|mon_mogu_attack_08|mon_mogu_attack_09|mon_mogu_attack_10
36683,no_creature_model_data_for_creature_sound_data,attack_critical,4440,,,,4,609304|609306|609308|609310,mon_mogu_attackcrit_01|mon_mogu_attackcrit_02|mon_mogu_attackcrit_03|mon_mogu_attackcrit_04
36692,no_creature_sound_data_attack_mapping,,,,,,4,567318|567353|567360|567375,event_vashjirintro_leviathanattackunderwater_03|event_vashjirintro_leviathanattackunderwater_02|event_vashjirintro_leviathanattackunderwater_01|event_vashjirintro_leviathanattackunderwater_04
36700,no_creature_sound_data_attack_mapping,,,,,,2,553851|553855,mon_leviathan_attackcrit_04|mon_leviathan_attackcrit_03
36711,no_creature_model_data_for_creature_sound_data,attack,4442,,,,3,548726|548727|548730,felbatattackb|felbatattacka|felbatattackc
36876,no_creature_sound_data_attack_mapping,,,,,,10,553655|553660|553664|553674|553676|553679|553688|553694|553698|553703,lavaworm_attack_10|lavaworm_attack_02|lavaworm_attack_03|lavaworm_attack_07|lavaworm_attack_04|lavaworm_attack_01|lavaworm_attack_09|lavaworm_attack_06|lavaworm_attack_08|lavaworm_attack_05
36878,no_creature_sound_data_attack_mapping,,,,,,10,553655|553660|553664|553674|553676|553679|553688|553694|553698|553703,lavaworm_attack_10|lavaworm_attack_02|lavaworm_attack_03|lavaworm_attack_07|lavaworm_attack_04|lavaworm_attack_01|lavaworm_attack_09|lavaworm_attack_06|lavaworm_attack_08|lavaworm_attack_05
36881,no_creature_sound_data_attack_mapping,,,,,,10,553655|553660|553664|553674|553676|553679|553688|553694|553698|553703,lavaworm_attack_10|lavaworm_attack_02|lavaworm_attack_03|lavaworm_attack_07|lavaworm_attack_04|lavaworm_attack_01|lavaworm_attack_09|lavaworm_attack_06|lavaworm_attack_08|lavaworm_attack_05
36885,no_creature_sound_data_attack_mapping,,,,,,10,553655|553660|553664|553674|553676|553679|553688|553694|553698|553703,lavaworm_attack_10|lavaworm_attack_02|lavaworm_attack_03|lavaworm_attack_07|lavaworm_attack_04|lavaworm_attack_01|lavaworm_attack_09|lavaworm_attack_06|lavaworm_attack_08|lavaworm_attack_05
36902,no_creature_model_data_for_creature_sound_data,attack,4448|4566|9230,,,,10,803519|803521|803523|803525|803527|803529|803531|803533|803535|803537,mon_battlesaur_attack_01|mon_battlesaur_attack_02|mon_battlesaur_attack_03|mon_battlesaur_attack_04|mon_battlesaur_attack_05|mon_battlesaur_attack_06|mon_battlesaur_attack_07|mon_battlesaur_attack_08|mon_battlesaur_attack_09|mon_battlesaur_attack_10
36903,no_creature_model_data_for_creature_sound_data,attack_critical,4448|4566|9230,,,,6,803507|803509|803511|803513|803515|803517,mon_battlesaur_attackcrit_01|mon_battlesaur_attackcrit_02|mon_battlesaur_attackcrit_03|mon_battlesaur_attackcrit_04|mon_battlesaur_attackcrit_05|mon_battlesaur_attackcrit_06
36943,no_creature_sound_data_attack_mapping,,,,,,5,565188|565189|565190|565191|565192,zombifiedvrykulattackd|zombifiedvrykulattackb|zombifiedvrykulattackc|zombifiedvrykulattacka|zombifiedvrykulattacke
36976,no_creature_model_data_for_creature_sound_data,attack_critical,4450,,,,10,797579|797581|797583|797585|797587|839759|839761|839763|839765|839767,mon_zandalari_male_attackcrit_01|mon_zandalari_male_attackcrit_02|mon_zandalari_male_attackcrit_03|mon_zandalari_male_attackcrit_04|mon_zandalari_male_attackcrit_05|mon_zandalari_male_2_attackcrit_01|mon_zandalari_male_2_attackcrit_02|mon_zandalari_male_2_attackcrit_03|mon_zandalari_male_2_attackcrit_04|mon_zandalari_male_2_attackcrit_05
36977,no_creature_model_data_for_creature_sound_data,attack,4450,,,,10,797589|797593|797595|797597|839769|839773|839775|839777|839779|839783,mon_zandalari_male_attack_01|mon_zandalari_male_attack_02|mon_zandalari_male_attack_03|mon_zandalari_male_attack_04|mon_zandalari_male_2_attack_01|mon_zandalari_male_2_attack_02|mon_zandalari_male_2_attack_03|mon_zandalari_male_2_attack_04|mon_zandalari_male_2_attack_05|mon_zandalari_male_2_attack_07
36998,no_creature_model_data_for_creature_sound_data,attack,4453,,,,6,606627|606629|606633|606639|606641|606643,mon_saurok_attack_02|mon_saurok_attack_03|mon_saurok_attack_05|mon_saurok_attack_08|mon_saurok_attack_09|mon_saurok_attack_10
37017,no_creature_model_data_for_creature_sound_data,attack,4456,,,,10,623581|623583|623585|623587|623589|623591|623593|623595|623597|623599,mon_ridingdragonturtle_attack01|mon_ridingdragonturtle_attack02|mon_ridingdragonturtle_attack03|mon_ridingdragonturtle_attack04|mon_ridingdragonturtle_attack05|mon_ridingdragonturtle_attack06|mon_ridingdragonturtle_attack07|mon_ridingdragonturtle_attack08|mon_ridingdragonturtle_attack09|mon_ridingdragonturtle_attack10
37018,no_creature_model_data_for_creature_sound_data,attack_critical,4456,,,,5,623601|623603|623605|623607|623609,mon_ridingdragonturtle_attackcrit01|mon_ridingdragonturtle_attackcrit02|mon_ridingdragonturtle_attackcrit03|mon_ridingdragonturtle_attackcrit04|mon_ridingdragonturtle_attackcrit05
37037,no_creature_model_data_for_creature_sound_data,attack,4458,,,,9,547170|547171|547173|547175|547177|547178|547179|547180|547187,demonformattack8|demonformattack5|demonformattack4|demonformattack7|demonformattack2|demonformattack9|demonformattack6|demonformattack3|demonformattack1
37072,no_creature_sound_data_attack_mapping,,,,,,1,549244,foresttrollmaleattacka
37150,no_creature_model_data_for_creature_sound_data,attack,4463,,,,9,851812|851814|851816|851818|851820|851822|851824|851826|851828,vo_53_yshaarj_attack_01|vo_53_yshaarj_attack_02|vo_53_yshaarj_attack_03|vo_53_yshaarj_attack_04|vo_53_yshaarj_attack_05|vo_53_yshaarj_attack_06|vo_53_yshaarj_attack_07|vo_53_yshaarj_attack_08|vo_53_yshaarj_attack_09
37151,no_creature_model_data_for_creature_sound_data,attack_critical,4463,,,,5,851802|851804|851806|851808|851810,vo_53_yshaarj_attackcrit_01|vo_53_yshaarj_attackcrit_02|vo_53_yshaarj_attackcrit_03|vo_53_yshaarj_attackcrit_04|vo_53_yshaarj_attackcrit_05
37167,no_creature_model_data_for_creature_sound_data,attack,4464,,,,8,851478|851480|851482|851484|851486|851488|851490|851492,vo_53_gearslip_attack_1|vo_53_gearslip_attack_2|vo_53_gearslip_attack_3|vo_53_gearslip_attack_4|vo_53_gearslip_attack_5|vo_53_gearslip_attack_6|vo_53_gearslip_attack_7|vo_53_gearslip_attack_8
37168,no_creature_model_data_for_creature_sound_data,attack_critical,4464,,,,5,851468|851470|851472|851474|851476,vo_53_gearslip_attackcrit_1|vo_53_gearslip_attackcrit_2|vo_53_gearslip_attackcrit_3|vo_53_gearslip_attackcrit_4|vo_53_gearslip_attackcrit_5
37178,no_creature_model_data_for_creature_sound_data,attack,4465,,,,8,851560|851562|851564|851566|851568|851570|851572|851574,vo_53_hekima_attack_01|vo_53_hekima_attack_02|vo_53_hekima_attack_03|vo_53_hekima_attack_04|vo_53_hekima_attack_05|vo_53_hekima_attack_06|vo_53_hekima_attack_07|vo_53_hekima_attack_08
37179,no_creature_model_data_for_creature_sound_data,attack_critical,4465,,,,5,851550|851552|851554|851556|851558,vo_53_hekima_attackcrit_01|vo_53_hekima_attackcrit_02|vo_53_hekima_attackcrit_03|vo_53_hekima_attackcrit_04|vo_53_hekima_attackcrit_05
37200,no_creature_model_data_for_creature_sound_data,attack,4466,,,,10,851678|851680|851682|851684|851686|851688|851690|851692|851694|851696,vo_53_moira_attack_01|vo_53_moira_attack_010|vo_53_moira_attack_02|vo_53_moira_attack_03|vo_53_moira_attack_04|vo_53_moira_attack_05|vo_53_moira_attack_06|vo_53_moira_attack_07|vo_53_moira_attack_08|vo_53_moira_attack_09
37201,no_creature_model_data_for_creature_sound_data,attack_critical,4466,,,,5,851668|851670|851672|851674|851676,vo_53_moira_attackcrit_01|vo_53_moira_attackcrit_02|vo_53_moira_attackcrit_03|vo_53_moira_attackcrit_04|vo_53_moira_attackcrit_05
37468,no_creature_sound_data_attack_mapping,,,,,,10,564557|564558|564559|564565|564568|564573|564574|564576|564590|564596,worgenmale_attack_10|worgenmale_attack_08|worgenmale_attack_02|worgenmale_attack_09|worgenmale_attack_01|worgenmale_attack_05|worgenmale_attack_04|worgenmale_attack_03|worgenmale_attack_06|worgenmale_attack_07
37469,no_creature_model_data_for_creature_sound_data,attack,4470,,,,4,564278|564283|564285|564287,mworgenattacka|mworgenattackb|mworgenattackd|mworgenattackc
37506,no_creature_sound_data_attack_mapping,,,,,,5,562763|562765|562767|562768|562770,tripodattacka|tripodattackd|tripodattacke|tripodattackb|tripodattackc
